#####################################################################################################
# _diffrn_sofware                                   Foxtrot 3.5.10-3979
# data-average
# AbsTimeStamps                                     nan
# TimeStamps                                        0.4491591453552246
# gapTime                                           150.0
# step_global_regrid                                nan
# xmax_global_regrid                                nan
# xmin_global_regrid                                nan
# ymax_global_regrid                                nan
# ymin_global_regrid                                nan
# Input parameters:
# img{0}_AzInt_Px_5
# img{1}_AzInt_Px_6
# img{2}_AzInt_Px_7
# img{3}_AzInt_Px_8
# img{4}_AzInt_Px_9
#
#####################################################################################################
q(A-1)                             I(q)Ave_151_e6_10mM_01092AzInt_Px            Sig(q)Ave_151_e6_10mM_01092AzInt_Px          
0.04157010092530231                0.000537150984983039                         9.71780152770684e-07                         
0.04171698656647855                0.0005196926488788132                        9.627950424318377e-07                        
0.04186387215289705                0.0005010299793176067                        9.419254649863444e-07                        
0.042010757684365074               0.0004795674672374694                        9.351545668980777e-07                        
0.042157643160689866               0.0004662678832848743                        9.086625940008244e-07                        
0.04230452858167863                0.00045131511419073866                       9.033550098533891e-07                        
0.04245141394713862                0.0004374067459156108                        8.91681361290026e-07                         
0.042598299256877054               0.00042664717416496175                       8.773957792675794e-07                        
0.04274518451070117                0.0004126195708373696                        8.683534008523296e-07                        
0.04289206970841819                0.0004039058610818127                        8.510092085011138e-07                        
0.043038954849835366               0.00039541145708532665                       8.468996615929034e-07                        
0.043185839934759905               0.0003871656413316397                        8.380228317831573e-07                        
0.043332724962999086               0.00038266510132533855                       8.326976189375603e-07                        
0.04347960993436009                0.00037652116081096393                       8.321666619505752e-07                        
0.0436264948486502                 0.0003726813955826012                        8.270258913660937e-07                        
0.04377337970567662                0.00036926657123979867                       8.276711398121103e-07                        
0.04392026450524659                0.000367908236218775                         8.217131387330663e-07                        
0.044067149247167356               0.00036839246267937983                       8.235776557980048e-07                        
0.04421403393124616                0.00036716633497345586                       8.311824808728138e-07                        
0.04436091855729022                0.00036849585842061404                       8.245798260966941e-07                        
0.04450780312510679                0.00036924580716926646                       8.312552881102449e-07                        
0.0446546876345031                 0.00037057038732624256                       8.295813733328925e-07                        
0.0448015720852864                 0.00037046769858122                          8.353703954463527e-07                        
0.04494845647726389                0.00037357774080356036                       8.393310178361039e-07                        
0.04509534081024287                0.0003765961142593676                        8.404069877612038e-07                        
0.04524222508403053                0.0003797644594894584                        8.467187698914175e-07                        
0.04538910929843414                0.00038047688423829774                       8.442647573919167e-07                        
0.045535993453260926               0.000384350641938177                         8.499464676031278e-07                        
0.045682877548318145               0.0003876406634455159                        8.480158772865149e-07                        
0.045829761583412995               0.00038834157066930375                       8.46039988359008e-07                         
0.04597664555835278                0.00039131508585205435                       8.511053968747124e-07                        
0.046123529472944694               0.00039549538801392773                       8.537975393205575e-07                        
0.04627041332699601                0.0003958798493976317                        8.588425750853463e-07                        
0.046417297120313956               0.0003978790035604737                        8.481979977924504e-07                        
0.04656418085270579                0.00039811883772825914                       8.511516266146637e-07                        
0.04671106452397873                0.00039803646869157535                       8.524222514538841e-07                        
0.04685794813394004                0.00039915025863614193                       8.536142848022055e-07                        
0.04700483168239697                0.00040120563292919876                       8.539924846419257e-07                        
0.047151715169156755               0.000397779146484902                         8.494378476382599e-07                        
0.04729859859402664                0.0003977268933166419                        8.507337371720753e-07                        
0.0474454819568139                 0.00039588241048260284                       8.4651540187495e-07                          
0.047592365257325735               0.00039347103480432495                       8.461703550265361e-07                        
0.04773924849536941                0.00039271499442248826                       8.426778337688167e-07                        
0.047886131670752195               0.00038925569679572553                       8.376341034395711e-07                        
0.0480330147832813                 0.0003841954991361552                        8.374725579188857e-07                        
0.048179897832764024               0.00038153110746010635                       8.249557463916539e-07                        
0.04832678081900758                0.000376188477667539                         8.273795595447355e-07                        
0.04847366374181924                0.00037120386180922903                       8.145627739384739e-07                        
0.04862054660100622                0.00036513936162593146                       8.108464072620889e-07                        
0.0487674293963758                 0.0003606148582578995                        8.070799773704258e-07                        
0.04891431212773524                0.00035391079037155177                       7.953633879900505e-07                        
0.04906119479489175                0.0003470509380948975                        7.913396612909077e-07                        
0.049208077397652636               0.0003399643225987332                        7.763037524785596e-07                        
0.04935495993582511                0.00033528664801150905                       7.778121190278093e-07                        
0.049501842409216436               0.00032734500787090547                       7.617599412261994e-07                        
0.049648724817633876               0.0003188469920701553                        7.529762533503643e-07                        
0.04979560716088466                0.00031134915261206035                       7.511160450656716e-07                        
0.0499424894387761                 0.0003052591654178941                        7.340973119640598e-07                        
0.0500893716511154                 0.00029674072681664385                       7.294384530372186e-07                        
0.050236253797709816               0.0002879462984863392                        7.140805814087811e-07                        
0.050383135878366625               0.0002816765731019794                        7.044468410359686e-07                        
0.05053001789289308                0.0002755878190714937                        7.033277218545342e-07                        
0.05067689984109643                0.0002660483572643901                        6.846260406041926e-07                        
0.050823781722783956               0.00025960812462766077                       6.77334110915269e-07                         
0.05097066353776286                0.00025302366187721027                       6.686895057994799e-07                        
0.051117545285840484               0.00024665105797484137                       6.605558470909817e-07                        
0.051264426966824005               0.000238423583120226                         6.497809839083734e-07                        
0.05141130858052073                0.00023317052376954327                       6.360460435686655e-07                        
0.05155819012673793                0.00022752001558180024                       6.363953500108877e-07                        
0.05170507160528282                0.00022149434103540638                       6.230779186572264e-07                        
0.0518519530159627                 0.00021458796457044316                       6.126610159591403e-07                        
0.05199883435858482                0.00020983565513737096                       6.073906098104244e-07                        
0.05214571563295643                0.0002050981953124172                        5.950276795117613e-07                        
0.052292596838884826               0.0001997924726349937                        5.957402081122306e-07                        
0.05243947797617724                0.000195127936083444                         5.833297291453763e-07                        
0.052586359044640936               0.00019109179000353322                       5.781483045436577e-07                        
0.052733240044083196               0.00018702343759849816                       5.693525735246822e-07                        
0.05288012097431127                0.00018374495176866172                       5.634863820219464e-07                        
0.05302700183513244                0.00018127438045346603                       5.62814659492917e-07                         
0.053173882626353954               0.00017857836587065816                       5.55508122381834e-07                         
0.05332076334778307                0.00017554273102825545                       5.530009037712903e-07                        
0.05346764399922711                0.00017536530389488904                       5.491062159828762e-07                        
0.053614524580493296               0.00017241954921761173                       5.466726522379345e-07                        
0.053761405091388895               0.00017082149015719357                       5.449606899356391e-07                        
0.053908285531721195               0.00016994187082694905                       5.375915716323661e-07                        
0.05405516590129744                0.00016812827674175587                       5.398273630126965e-07                        
0.05420204619992492                0.00016861793329338602                       5.357595796999745e-07                        
0.05434892642741091                0.00016781476959394862                       5.393241710696973e-07                        
0.054495806583562664               0.00016805382730924356                       5.386202291584668e-07                        
0.05464268666818745                0.0001681240747042941                        5.339155845225415e-07                        
0.05478956668109256                0.00016744590682860354                       5.387316436608034e-07                        
0.05493644662208525                0.00016880012955147248                       5.341963493255869e-07                        
0.0550833264909728                 0.0001693330285197908                        5.385021566261197e-07                        
0.05523020628756249                0.00016898684792839984                       5.355494235669308e-07                        
0.05537708601166158                0.0001706595085840648                        5.379273194355134e-07                        
0.055523965663077365               0.00016960887912304107                       5.394803429894407e-07                        
0.055670845241617105               0.00017076058126597423                       5.357077721111604e-07                        
0.05581772474708804                0.0001716456391731861                        5.402819841868032e-07                        
0.05596460417929756                0.00017152361134759872                       5.363780755719372e-07                        
0.0561114835380528                 0.00017230336680545104                       5.437494020524695e-07                        
0.05625836282316113                0.00017262028076685756                       5.410097993295847e-07                        
0.05640524203442979                0.00017392233863620322                       5.37753562762623e-07                         
0.05655212117166607                0.00017340620079775855                       5.411708337957567e-07                        
0.05669900023467722                0.0001743474378202863                        5.397210327929473e-07                        
0.0568458792232706                 0.0001740587282902366                        5.437981242857637e-07                        
0.056992758137253414               0.00017482200345036867                       5.420426915511051e-07                        
0.05713963697643297                0.00017475926264937566                       5.390467716346315e-07                        
0.05728651574061656                0.0001750717949875506                        5.413696964408265e-07                        
0.05743339442961142                0.00017388266828723765                       5.411158256136232e-07                        
0.057580273043224876               0.00017505850756244665                       5.389861126884211e-07                        
