################################################################################
# Data 1                              20250912_NP_in_suspension_0_00011_2D_sum_azimAvg.dat
# Data 2                              20250912_NP_in_suspension_0_00042_2D_sum_azimAvg_scaled.dat
# qmin_merge_A-1                      0.06
# qmax_merge_A-1                      0.08
# Scaling factor                      1.0
# EDF_DataBlockID                     0.Image.Psd
# EDF_BinarySize                      4366944
# EDF_HeaderSize                      3072
# ByteOrder                           LowByteFirst
# DataType                            FloatValue
# Dim_1                               1028
# Dim_2                               1062
# Image                               0
# HeaderID                            EH:000000:000000:000000
# Size                                4366944
# Center_1                            607.4098
# Center_2                            650.7835
# Comment                             Au_Ag_144A_cuboid - SAXS2
# DDummy                              0.6
# Date                                2025-09-12T22:42:55
# Delta                               0
# Detector                            0
# Dummy                               -1.5
# Gamma                               0
# Humidity-xhg                        NA
# Intensity1                          1.14414e-10
# Monitor                             0
# PSize_1                             7.5e-05
# PSize_2                             7.5e-05
# Pil_Roi0                            4.34743e+08
# Pressure                            0.0205727
# SampleDistance                      2
# SampleEnvKind                       saxs
# SampleEnvPN                         Capillaries
# SampleEnvSN                         1059
# SumForIntensity1                    4.11892e+08
# Temperature                         28.6069
# Temperature-TC                      NA
# Temperature-autosampler             NA
# Temperature-instec                  NA
# Temperature-julabo                  NA
# Temperature-linkam                  NA
# Temperature-xhg                     NA
# Thickness                           0
# Wavelength                          1.54189e-10
# XLx                                 9.53674e-08
# XLx_dial                            -4.2125
# XLz                                 12.5
# XLz_dial                            -0.0508661
# bioZ                                8.75848e-09
# bioZ_dial                           -1.20948
# bsth                                35.0008
# bsth_dial                           48.996
# bsx                                 0
# bsx_dial                            -18
# c3                                  0
# det                                 0
# det0x                               0
# det0x_dial                          6.79133
# det0xvd                             0
# det0xvd_dial                        0
# det0y                               2000
# det0y_dial                          235.342
# det0z                               0
# det0z_dial                          3.02778
# det0zvd                             0
# det0zvd_dial                        0
# mon                                 0
# motora                              45.0024
# motora_dial                         45.0024
# motorb                              166.526
# motorb_dial                         166.526
# motorc                              0
# motorc_dial                         0
# motord                              0
# motord_dial                         0
# om                                  0.000100322
# om_dial                             -0.271199
# phi                                 0
# phi_dial                            0
# pilai0                              4.11892e+08
# pilai1                              0
# pilct0                              5.01892e+08
# pilct1                              0
# pilroi0                             4.34743e+08
# pilroi1                             0
# ry                                  0.4
# ry_dial                             0
# s1bot                               0.25
# s1bot_dial                          -1.51797
# s1hl                                0.25
# s1hl_dial                           -0.887969
# s1hr                                0.25
# s1hr_dial                           0.146875
# s1top                               0.25
# s1top_dial                          -0.310156
# s2bot                               0.125
# s2bot_dial                          -1.19672
# s2hl                                0.125
# s2hl_dial                           0.388281
# s2hr                                0.125
# s2hr_dial                           0.275313
# s2top                               0.125
# s2top_dial                          -1.16531
# s2xlbot                             10
# s2xlbot_dial                        -9.82437
# s2xlhl                              10
# s2xlhl_dial                         -8.7625
# s2xlhr                              10
# s2xlhr_dial                         10.8264
# s2xltop                             10
# s2xltop_dial                        10.6502
# sec                                 0.5
# title                               20250912_NP_in_suspension_0_00011.edf
# usaxs0                              0
# wind                                -65.5166
# wind_dial                           -65.4978
# x                                   -17.3
# x_dial                              -16.35
# z                                   16
# z_dial                              31.7
# CountCutoff                         15302352
# DetectorModel                       Dectris EIGER2 Si 1M, S/N E-02-0344
# ThresholdSetting                    4023.88989258
# Saturation                          0
# FlatField                           Corrected
# BackgroundReductionExtra            0.05
# BackgroundCorrectionConstant        0.011052
# ExposureTime                        18000.0
# Operation                           Azimuthal average I(q)
# Error_model                         ErrorModel.poisson
# Geometrical_correction              True
# Transmission_correction             True
# Thickness_correction                False
# Binning mode                        Uniform
# Binning factor                      1.0
# Psi                                 0.0
# Omega                               0.0
# TransmittedFlux_init_value          114414
# TransmittedFlux                     115698.55890234375
# MaskInvalidPixels                   True
# DetectorEdge                        3
# Origin                              Merged
################################################################################
 q(A-1)                   I_merged(a.u.)            Sigma_I(a.u.)             
0.000076                       7785739.97            941.36                   
0.000229                       7648026.21            538.67                   
0.000382                       6946572.38            373.53                   
0.000535                       5723110.13            298.04                   
0.000688                       4506925.06            238.74                   
0.000840                       3374901.45            186.87                   
0.000993                       2153783.25            130.78                   
0.001146                       1069558.66             88.15                   
0.001299                       398310.634            50.186                   
0.001452                       104338.251            25.001                   
0.001605                       38362.5359            13.982                   
0.001757                       19773.7346            9.5521                   
0.001910                       16558.1824            8.5139                   
0.002063                       15650.3769             8.024                   
0.002216                       15175.7796            7.5879                   
0.002369                       14790.0634            7.1065                   
0.002521                       14468.8987            6.8595                   
0.002674                       14154.6917            6.6897                   
0.002827                       13860.1658             6.333                   
0.002980                       13576.8719            6.1644                   
0.003133                       13292.0521            5.9316                   
0.003285                       13025.7514            5.7829                   
0.003438                       12761.6538            5.5991                   
0.003591                       12477.8279            5.2771                   
0.003744                       12190.3978            5.2504                   
0.003897                       11915.0767            5.0269                   
0.004050                       11632.1775            4.9363                   
0.004202                       11349.3764            4.7058                   
0.004355                       11042.0352            4.5391                   
0.004508                       10750.2803            4.4544                   
0.004661                       10454.0922            4.3459                   
0.004814                       10154.8101            4.1848                   
0.004966                       9857.72477            4.0325                   
0.005119                        9556.8083             3.942                   
0.005272                       9264.76493            3.8359                   
0.005425                       8968.63331            3.7058                   
0.005578                       8670.37336              3.58                   
0.005730                       8386.65516            3.4983                   
0.005883                       8099.31505            3.4017                   
0.006036                       7823.87363            3.2954                   
0.006189                       7533.53281            3.1334                   
0.006342                       7263.27778            3.1005                   
0.006495                       6992.77164            2.9961                   
0.006647                       6733.01355            2.9073                   
0.006800                       6475.38685            2.7854                   
0.006953                       6216.96378            2.7292                   
0.007106                       5971.63219            2.6517                   
0.007259                       5732.59081            2.5586                   
0.007411                       5499.23624            2.4977                   
0.007564                       5269.51596            2.3713                   
0.007717                       5041.81699            2.3453                   
0.007870                       4832.77348            2.2709                   
0.008023                       4622.29053            2.1837                   
0.008175                       4420.56929            2.1291                   
0.008328                       4227.12351            2.0454                   
0.008481                       4033.81663            1.9952                   
0.008634                       3852.38632            1.9359                   
0.008787                       3671.38903            1.8333                   
0.008940                       3502.15239            1.8027                   
0.009092                       3332.94173            1.7421                   
0.009245                       3178.76669            1.7128                   
0.009398                       3025.75979            1.6214                   
0.009551                         2875.672            1.5807                   
0.009704                       2733.93261            1.5354                   
0.009856                       2599.08736            1.4821                   
0.010009                        2466.8608            1.4264                   
0.010162                       2346.06701            1.3877                   
0.010315                       2224.84748            1.3386                   
0.010468                       2109.81551            1.2929                   
0.010620                       2000.07073            1.2459                   
0.010773                       1892.56267            1.2037                   
0.010926                       1792.79291            1.1716                   
0.011079                       1699.20234             1.133                   
0.011232                       1610.81897            1.0995                   
0.011385                       1522.57384            1.0418                   
0.011537                       1440.48471            1.0165                   
0.011690                       1360.28321           0.98268                   
0.011843                       1286.26409           0.95657                   
0.011996                       1216.71444           0.91614                   
0.012149                        1149.4818           0.88778                   
0.012301                       1086.82971           0.85471                   
0.012454                       1024.63839           0.82827                   
0.012607                        967.48248           0.79553                   
0.012760                       913.305016           0.76999                   
0.012913                       860.081038           0.74651                   
0.013065                        814.87557           0.72321                   
0.013218                       766.564813           0.68987                   
0.013371                       723.272393           0.66828                   
0.013524                       681.783745           0.64708                   
0.013677                       641.837845           0.62448                   
0.013829                       606.043303            0.6052                   
0.013982                       570.059248           0.58082                   
0.014135                       536.754222           0.56166                   
0.014288                       503.972602           0.54053                   
0.014441                        474.53295           0.52584                   
0.014594                       447.338615           0.50289                   
0.014746                       420.816361           0.48775                   
0.014899                       395.162443           0.46879                   
0.015052                       370.909762           0.46176                   
0.015205                       347.402773           0.44726                   
0.015358                       326.198722           0.43561                   
0.015510                       306.165413           0.42566                   
0.015663                       288.350887           0.41131                   
0.015816                       270.329748           0.39894                   
0.015969                       252.502823           0.38391                   
0.016122                       235.147196            0.3724                   
